Date,percent_change
2022-03-07,-2.8084800046389833
2023-08-10,-0.5087125475528537
2014-10-07,-1.034414320508022
2019-11-05,-0.18205974357455604
2017-08-17,-1.2792434555728134
2018-05-17,0.02574366536377236
2022-11-03,-0.12383004107102263
2023-05-23,-0.7168865279170947
2021-09-20,-0.19315588862656022
2022-12-29,1.0036081209571022
2017-11-24,0.015357262683985282
2021-10-18,0.7252745031983415
2023-05-26,1.1292231702586708
2017-06-14,-0.2532039188279286
2017-09-07,-0.15369257141051568
2018-06-12,-0.039417034743097504
2017-03-01,0.5830778947133951
2023-05-17,0.6984369686390907
2016-12-20,0.11054610070625626
2014-03-20,0.8053691275167786
2016-04-25,0.16806209197519997
2018-05-11,0.2535282304974166
2018-03-08,0.20106683790574548
2020-09-04,-1.0285145778676543
2021-06-15,-0.22095867889062706
2016-11-21,0.44713954269582157
2015-10-06,-0.2622178805217797
2016-06-14,0.01922754141000601
2014-10-10,-1.1157865628899033
2022-03-11,-1.880311100808375
2016-11-11,0.15734743382520708
2020-05-29,0.6149626137964359
2019-08-12,-0.6518085896523348
2020-06-26,-1.9956936882859089
2022-01-07,-0.39748174390851676
2023-10-24,0.23187294463043331
2017-02-03,0.22724805394097125
2021-12-08,0.1749470418785545
2015-09-29,-0.07967767135987683
2021-01-04,-1.7372276401067543
2023-09-25,0.7130035796662216
2018-01-09,0.05102574765009639
2016-04-05,-0.2345217822999387
2022-04-19,1.6397988931540426
2021-05-14,0.8155647701838951
2016-10-27,-0.6570992870153453
2015-04-08,0.20717546107384086
2024-02-12,-0.037911773712624004
2020-09-15,-0.2784890076955972
2017-01-13,0.14114026827015078
2018-03-19,-1.0462834480631247
2023-11-22,0.00878676565528311
2017-06-30,-0.19811611769748727
2024-03-21,-0.22736437610594804
2022-08-23,-0.13320121121305564
2022-08-29,0.10691015980375271
2018-05-24,-0.04031214234155958
2022-03-25,0.339125535703016
2022-09-16,0.36965243296921546
2022-07-28,1.0400837352074532
2015-04-02,0.398797463131642
2017-08-29,0.7364471994164169
2019-01-18,0.5585253254542135
2016-06-16,0.2984332694043321
2022-01-19,-1.3926188668748023
2020-07-20,0.8991116928383808
2023-11-07,0.28460378421048577
2021-03-25,0.9637807955901871
2014-11-25,-0.20718545325788099
2015-01-02,-0.4603218260270367
2019-01-10,1.0223971815125361
2022-09-30,-1.2769472838764107
2015-11-24,0.7119887531116568
2016-10-18,-0.2473855329105591
2022-03-30,-0.35625497326016026
2014-02-20,0.4528847120125307
2018-09-24,-0.10983981885124058
2018-04-13,-0.8451478010077271
2015-01-30,-0.5584136885262614
2023-12-18,0.2101979301205923
2016-12-15,0.2874044419699814
2019-04-05,0.2257550243715581
2020-02-11,-0.26772783397188504
2018-05-21,0.1318579314624918
2016-03-29,1.1639379928430587
2014-06-20,-0.045909472249677785
2019-04-11,-0.21465746148638773
2021-01-05,0.8774736254260418
2017-12-18,0.03730179083883042
2019-10-10,0.7074653514699017
2020-08-07,0.38706449521326913
2018-01-10,0.1607726005486652
2022-01-31,1.9649201386141573
2020-09-17,0.683534835107548
2015-02-26,-0.06618730466178649
2018-04-17,0.31931679056088647
2017-12-04,-0.8148334384926006
2020-04-21,-1.3334305261125274
2021-01-07,0.7976601838114028
2019-06-03,-0.2687843670542728
2021-09-24,0.5595327127226029
2015-09-25,-0.9196430804284157
2018-10-01,-0.13007921135495087
2016-01-25,-1.2005048448182263
2023-05-11,0.04369284390038861
2015-08-31,-0.22210006564568108
2021-06-14,0.19556042319511419
2023-10-27,-0.847439519287177
2023-07-07,-0.018242502554089504
2015-09-04,-0.13482486771892307
2023-03-02,1.306408520550249
2022-07-14,1.150937736982755
2021-09-22,0.41508946434212834
2023-12-06,-0.8827156806781512
2021-08-20,0.7109861406817128
2018-05-31,-0.4446046232646106
2019-04-09,-0.1425009246384894
2021-11-10,-0.42097845947119594
2014-08-15,-0.38173766750145893
2017-07-28,0.10541648978678773
2023-08-08,0.14952987140975918
2016-03-07,0.6270693403049891
2020-07-23,-1.075140059576908
2021-04-15,0.5148172603779241
2020-11-12,-0.6665153289514056
2019-01-09,0.15918763239470096
2019-08-02,-0.41858463868631823
2024-04-26,0.3772101588004925
2023-11-10,1.0619694134049567
2023-01-30,-0.5486572795563283
2019-06-27,0.06522345370863324
2018-01-25,-0.3026519770753021
2019-08-27,-0.9221569900313534
2016-12-13,0.3259581624740397
2019-08-13,1.671647223827257
2020-05-08,0.4637761931016581
2019-11-25,0.44553627857917094
2024-01-18,0.5231915819617882
2017-09-15,0.20105351847338726
2019-03-06,-0.651981860652898
2022-12-08,0.27837615659253495
2021-11-24,0.7252295628284555
2023-08-02,-0.6883607539299503
2023-02-27,-0.5351699694877637
2018-01-18,-0.12165318610469686
2020-12-24,0.2499493211521696
2016-10-26,0.24858063064936053
2022-09-06,-0.6028527682322208
2023-12-07,0.28889875766320755
2015-09-14,-0.47727974408310325
